Scene_ID,Object_Name,View,Total_Keypoints,Good_Matches,Num_Inliers,Inlier_Match_Ratio,Inlier_Total_Ratio,Match_Ratio,Predicted_Detection,Actual_Detection
S1,ornament,front,910,118,31,0.2627118644067797,0.03406593406593406,0.12967032967032968,True,True
S1,deodorant,front,2851,69,7,0.10144927536231885,0.002455278849526482,0.024202034373903895,False,False
S1,batman,front,1033,42,6,0.14285714285714285,0.005808325266214908,0.04065827686350436,False,False
S1,camera,front,1252,39,5,0.1282051282051282,0.003993610223642172,0.031150159744408944,False,False
S1,vitamins,front,2154,43,6,0.13953488372093023,0.002785515320334262,0.019962859795728878,False,False
S1,nutella,front,6954,172,8,0.046511627906976744,0.0011504170261719873,0.02473396606269773,False,False
S1,book,front,1894,77,8,0.1038961038961039,0.004223864836325237,0.04065469904963041,False,False
S1,mug,front,88,18,5,0.2777777777777778,0.056818181818181816,0.20454545454545456,False,False
S1,peanut_butter,front,1485,55,8,0.14545454545454545,0.0053872053872053875,0.037037037037037035,False,False
S2,ornament,front,910,103,39,0.3786407766990291,0.04285714285714286,0.11318681318681319,True,True
S2,deodorant,front,2851,264,121,0.4583333333333333,0.04244124868467204,0.09259908803928446,True,True
S2,batman,front,1033,50,7,0.14,0.006776379477250726,0.0484027105517909,False,False
S2,camera,front,1252,85,7,0.08235294117647059,0.005591054313099041,0.06789137380191693,False,False
S2,vitamins,front,2154,96,9,0.09375,0.004178272980501393,0.04456824512534819,False,False
S2,nutella,front,6954,225,9,0.04,0.0012942191544434857,0.032355478861087146,False,False
S2,book,front,1894,102,7,0.06862745098039216,0.003695881731784583,0.05385427666314678,False,False
S2,mug,front,88,10,4,0.4,0.045454545454545456,0.11363636363636363,False,False
S2,peanut_butter,front,1485,73,6,0.0821917808219178,0.00404040404040404,0.04915824915824916,False,False
S2,bottle,front,94,11,3,0.2727272727272727,0.031914893617021274,0.11702127659574468,False,False
S3,ornament,front,910,98,36,0.3673469387755102,0.03956043956043956,0.1076923076923077,True,True
S3,deodorant,front,2851,254,111,0.43700787401574803,0.038933707471062784,0.0890915468256752,True,True
S3,batman,front,1033,100,30,0.3,0.02904162633107454,0.0968054211035818,True,True
S3,camera,front,1252,75,7,0.09333333333333334,0.005591054313099041,0.05990415335463259,False,False
S3,vitamins,front,2154,87,15,0.1724137931034483,0.006963788300835654,0.0403899721448468,False,False
S3,nutella,front,6954,229,8,0.034934497816593885,0.0011504170261719873,0.03293068737417314,False,False
S3,book,front,1894,118,7,0.059322033898305086,0.003695881731784583,0.06230200633579725,False,False
S3,mug,front,88,10,4,0.4,0.045454545454545456,0.11363636363636363,False,False
S3,peanut_butter,front,1485,57,8,0.14035087719298245,0.0053872053872053875,0.03838383838383838,False,False
S3,bottle,front,94,7,4,0.5714285714285714,0.0425531914893617,0.07446808510638298,False,False
S4,ornament,front,910,86,23,0.26744186046511625,0.025274725274725275,0.0945054945054945,True,True
S4,deodorant,front,2851,258,117,0.45348837209302323,0.04103823219922834,0.09049456331111891,True,True
S4,batman,front,1033,69,17,0.2463768115942029,0.016456921587608905,0.06679574056147145,True,True
S4,camera,front,1252,102,13,0.12745098039215685,0.010383386581469648,0.08146964856230032,True,True
S4,vitamins,front,2154,92,8,0.08695652173913043,0.003714020427112349,0.04271123491179202,False,False
S4,nutella,front,6954,211,8,0.037914691943127965,0.0011504170261719873,0.030342249065286167,False,False
S4,book,front,1894,109,6,0.05504587155963303,0.0031678986272439284,0.05755015839493136,False,False
S4,mug,front,88,10,3,0.3,0.03409090909090909,0.11363636363636363,False,False
S4,peanut_butter,front,1485,99,9,0.09090909090909091,0.006060606060606061,0.06666666666666667,False,False
S4,bottle,front,94,8,3,0.375,0.031914893617021274,0.0851063829787234,False,False
S5,ornament,front,910,107,25,0.2336448598130841,0.027472527472527472,0.11758241758241758,True,True
S5,deodorant,front,2851,301,123,0.40863787375415284,0.043142756927393895,0.10557699052963872,True,True
S5,batman,front,1033,74,30,0.40540540540540543,0.02904162633107454,0.07163601161665054,True,True
S5,camera,front,1252,123,11,0.08943089430894309,0.00878594249201278,0.09824281150159744,False,True
S5,vitamins,front,2154,179,42,0.2346368715083799,0.019498607242339833,0.08310120705663882,True,True
S5,nutella,front,6954,228,12,0.05263157894736842,0.001725625539257981,0.03278688524590164,False,False
S5,book,front,1894,138,6,0.043478260869565216,0.0031678986272439284,0.07286166842661035,False,False
S5,mug,front,88,17,4,0.23529411764705882,0.045454545454545456,0.19318181818181818,False,False
S5,peanut_butter,front,1485,122,9,0.07377049180327869,0.006060606060606061,0.08215488215488216,False,False
S5,bottle,front,94,6,3,0.5,0.031914893617021274,0.06382978723404255,False,False
S6,ornament,front,910,102,14,0.13725490196078433,0.015384615384615385,0.11208791208791209,True,True
S6,deodorant,front,2851,243,88,0.36213991769547327,0.030866362679761488,0.08523325149070501,True,True
S6,batman,front,1033,89,17,0.19101123595505617,0.016456921587608905,0.08615682478218781,True,True
S6,camera,front,1252,104,9,0.08653846153846154,0.00718849840255591,0.08306709265175719,False,True
S6,vitamins,front,2154,153,41,0.2679738562091503,0.01903435468895079,0.07103064066852367,True,True
S6,nutella,front,6954,275,80,0.2909090909090909,0.011504170261719874,0.039545585274662065,False,True
S6,book,front,1894,164,18,0.10975609756097561,0.009503695881731784,0.08658922914466737,True,False
S6,mug,front,88,8,3,0.375,0.03409090909090909,0.09090909090909091,False,False
S6,peanut_butter,front,1485,56,6,0.10714285714285714,0.00404040404040404,0.03771043771043771,False,False
S6,bottle,front,94,9,4,0.4444444444444444,0.0425531914893617,0.09574468085106383,False,False
S7,ornament,front,910,49,6,0.12244897959183673,0.006593406593406593,0.05384615384615385,True,True
S7,deodorant,front,2851,140,57,0.40714285714285714,0.01999298491757278,0.049105576990529635,False,True
S7,batman,front,1033,68,8,0.11764705882352941,0.007744433688286544,0.06582768635043562,True,True
S7,camera,front,1252,77,9,0.11688311688311688,0.00718849840255591,0.06150159744408946,True,True
S7,vitamins,front,2154,117,27,0.23076923076923078,0.012534818941504178,0.054317548746518104,True,True
S7,nutella,front,6954,257,79,0.30739299610894943,0.011360368133448375,0.036957146965775095,False,True
S7,book,front,1894,322,172,0.5341614906832298,0.0908130939809926,0.1700105596620908,True,True
S7,mug,front,88,13,4,0.3076923076923077,0.045454545454545456,0.14772727272727273,False,False
S7,peanut_butter,front,1485,63,6,0.09523809523809523,0.00404040404040404,0.04242424242424243,False,False
S8,ornament,front,910,64,10,0.15625,0.01098901098901099,0.07032967032967033,True,True
S8,deodorant,front,2851,129,45,0.3488372093023256,0.01578393546124167,0.045247281655559454,False,True
S8,batman,front,1033,69,22,0.3188405797101449,0.021297192642787996,0.06679574056147145,True,True
S8,camera,front,1252,66,14,0.21212121212121213,0.011182108626198083,0.052715654952076675,True,True
S8,vitamins,front,2154,127,25,0.1968503937007874,0.01160631383472609,0.058960074280408545,True,True
S8,nutella,front,6954,380,103,0.2710526315789474,0.014811619211964337,0.0546448087431694,True,True
S8,book,front,1894,301,139,0.46179401993355484,0.073389651531151,0.15892291446673706,True,True
S8,mug,front,88,15,5,0.3333333333333333,0.056818181818181816,0.17045454545454544,False,True
S8,peanut_butter,front,1485,82,8,0.0975609756097561,0.0053872053872053875,0.055218855218855216,False,False
S9,ornament,front,910,49,9,0.1836734693877551,0.00989010989010989,0.05384615384615385,True,True
S9,deodorant,front,2851,160,62,0.3875,0.021746755524377413,0.05612065941774816,True,True
S9,batman,front,1033,57,16,0.2807017543859649,0.015488867376573089,0.05517909002904162,True,True
S9,camera,front,1252,102,12,0.11764705882352941,0.009584664536741214,0.08146964856230032,True,True
S9,vitamins,front,2154,110,25,0.22727272727272727,0.01160631383472609,0.0510677808727948,True,True
S9,nutella,front,6954,384,92,0.23958333333333334,0.013229795800977854,0.055220017256255395,True,True
S9,book,front,1894,271,129,0.47601476014760147,0.06810982048574446,0.14308342133051744,True,True
S9,mug,front,88,17,6,0.35294117647058826,0.06818181818181818,0.19318181818181818,True,True
S9,peanut_butter,front,1485,116,17,0.14655172413793102,0.011447811447811448,0.07811447811447811,True,True
S9,bottle,front,94,8,3,0.375,0.031914893617021274,0.0851063829787234,False,False
S10,ornament,front,910,53,6,0.11320754716981132,0.006593406593406593,0.05824175824175824,True,True
S10,deodorant,front,2851,107,27,0.2523364485981308,0.009470361276745002,0.03753069098561908,False,True
S10,batman,front,1033,73,21,0.2876712328767123,0.02032913843175218,0.07066795740561471,True,True
S10,camera,front,1252,63,7,0.1111111111111111,0.005591054313099041,0.050319488817891375,True,True
S10,vitamins,front,2154,117,13,0.1111111111111111,0.0060352831940575676,0.054317548746518104,True,True
S10,nutella,front,6954,349,70,0.20057306590257878,0.01006614897900489,0.05018694276675295,True,True
S10,book,front,1894,247,91,0.3684210526315789,0.04804646251319958,0.1304118268215417,True,True
S10,mug,front,88,12,5,0.4166666666666667,0.056818181818181816,0.13636363636363635,False,True
S10,peanut_butter,front,1485,110,18,0.16363636363636364,0.012121212121212121,0.07407407407407407,True,True
S10,bottle,front,94,13,3,0.23076923076923078,0.031914893617021274,0.13829787234042554,False,True
S1,ornament,left,910,119,43,0.36134453781512604,0.04725274725274725,0.13076923076923078,True,True
S1,deodorant,left,2851,75,8,0.10666666666666667,0.0028060329708874078,0.02630655910206945,False,False
S1,batman,left,1033,53,5,0.09433962264150944,0.00484027105517909,0.051306873184898356,False,False
S1,camera,left,1252,62,17,0.27419354838709675,0.013578274760383386,0.04952076677316294,False,False
S1,vitamins,left,2154,87,8,0.09195402298850575,0.003714020427112349,0.0403899721448468,False,False
S1,nutella,left,6954,230,7,0.030434782608695653,0.0010066148979004888,0.03307448950244463,False,False
S1,book,left,1894,130,15,0.11538461538461539,0.00791974656810982,0.06863780359028511,True,False
S1,mug,left,88,4,3,0.75,0.03409090909090909,0.045454545454545456,False,False
S1,peanut_butter,left,1485,89,13,0.14606741573033707,0.008754208754208754,0.059932659932659935,True,False
S1,bottle,left,94,6,3,0.5,0.031914893617021274,0.06382978723404255,False,False
S2,ornament,left,910,125,41,0.328,0.045054945054945054,0.13736263736263737,True,True
S2,deodorant,left,2851,163,28,0.17177914110429449,0.009821115398105928,0.057172921781830935,True,True
S2,batman,left,1033,37,6,0.16216216216216217,0.005808325266214908,0.03581800580832527,False,False
S2,camera,left,1252,76,10,0.13157894736842105,0.007987220447284345,0.06070287539936102,True,False
S2,vitamins,left,2154,90,7,0.07777777777777778,0.0032497678737233053,0.04178272980501393,False,False
S2,nutella,left,6954,211,9,0.04265402843601896,0.0012942191544434857,0.030342249065286167,False,False
S2,book,left,1894,151,7,0.046357615894039736,0.003695881731784583,0.07972544878563886,False,False
S2,mug,left,88,7,3,0.42857142857142855,0.03409090909090909,0.07954545454545454,False,False
S2,peanut_butter,left,1485,79,12,0.1518987341772152,0.00808080808080808,0.0531986531986532,True,False
S2,bottle,left,94,7,4,0.5714285714285714,0.0425531914893617,0.07446808510638298,False,False
S3,ornament,left,910,96,30,0.3125,0.03296703296703297,0.1054945054945055,True,True
S3,deodorant,left,2851,190,32,0.16842105263157894,0.011224131883549631,0.06664328305857593,True,True
S3,batman,left,1033,47,5,0.10638297872340426,0.00484027105517909,0.04549854791868345,False,True
S3,camera,left,1252,95,11,0.11578947368421053,0.00878594249201278,0.07587859424920128,True,False
S3,vitamins,left,2154,103,7,0.06796116504854369,0.0032497678737233053,0.04781801299907149,False,False
S3,nutella,left,6954,216,14,0.06481481481481481,0.0020132297958009777,0.031061259706643658,False,False
S3,book,left,1894,142,24,0.16901408450704225,0.012671594508975714,0.07497360084477296,True,False
S3,mug,left,88,6,3,0.5,0.03409090909090909,0.06818181818181818,False,False
S3,peanut_butter,left,1485,83,10,0.12048192771084337,0.006734006734006734,0.05589225589225589,True,False
S3,bottle,left,94,7,3,0.42857142857142855,0.031914893617021274,0.07446808510638298,False,False
S4,ornament,left,910,85,13,0.15294117647058825,0.014285714285714285,0.09340659340659341,True,True
S4,deodorant,left,2851,153,24,0.1568627450980392,0.008418098912662224,0.05366538056822168,True,True
S4,batman,left,1033,43,7,0.16279069767441862,0.006776379477250726,0.041626331074540175,False,True
S4,camera,left,1252,102,22,0.21568627450980393,0.01757188498402556,0.08146964856230032,True,True
S4,vitamins,left,2154,78,7,0.08974358974358974,0.0032497678737233053,0.036211699164345405,False,False
S4,nutella,left,6954,176,7,0.03977272727272727,0.0010066148979004888,0.025309174575783723,False,False
S4,book,left,1894,201,45,0.22388059701492538,0.02375923970432946,0.1061246040126716,True,False
S4,mug,left,88,8,3,0.375,0.03409090909090909,0.09090909090909091,False,False
S4,peanut_butter,left,1485,90,8,0.08888888888888889,0.0053872053872053875,0.06060606060606061,False,False
S4,bottle,left,94,8,3,0.375,0.031914893617021274,0.0851063829787234,False,False
S5,ornament,left,910,79,22,0.27848101265822783,0.024175824175824177,0.08681318681318681,True,True
S5,deodorant,left,2851,149,23,0.15436241610738255,0.008067344791301298,0.05226236408277797,True,True
S5,batman,left,1033,46,6,0.13043478260869565,0.005808325266214908,0.044530493707647625,False,True
S5,camera,left,1252,87,18,0.20689655172413793,0.01437699680511182,0.0694888178913738,True,True
S5,vitamins,left,2154,104,6,0.057692307692307696,0.002785515320334262,0.04828226555246054,False,True
S5,nutella,left,6954,171,9,0.05263157894736842,0.0012942191544434857,0.02459016393442623,False,False
S5,book,left,1894,195,47,0.24102564102564103,0.02481520591341077,0.10295670538542767,True,False
S5,mug,left,88,13,4,0.3076923076923077,0.045454545454545456,0.14772727272727273,False,False
S5,peanut_butter,left,1485,94,7,0.07446808510638298,0.0047138047138047135,0.0632996632996633,False,False
S6,ornament,left,910,93,14,0.15053763440860216,0.015384615384615385,0.1021978021978022,True,True
S6,deodorant,left,2851,119,22,0.18487394957983194,0.007716590669940372,0.041739740441950196,False,True
S6,batman,left,1033,50,5,0.1,0.00484027105517909,0.0484027105517909,False,True
S6,camera,left,1252,129,19,0.14728682170542637,0.015175718849840255,0.10303514376996806,True,True
S6,vitamins,left,2154,86,7,0.08139534883720931,0.0032497678737233053,0.039925719591457756,False,True
S6,nutella,left,6954,221,9,0.04072398190045249,0.0012942191544434857,0.03178027034800115,False,True
S6,book,left,1894,164,32,0.1951219512195122,0.01689545934530095,0.08658922914466737,True,False
S6,mug,left,88,9,3,0.3333333333333333,0.03409090909090909,0.10227272727272728,False,False
S6,peanut_butter,left,1485,76,10,0.13157894736842105,0.006734006734006734,0.05117845117845118,True,False
S6,bottle,left,94,8,3,0.375,0.031914893617021274,0.0851063829787234,False,False
S7,ornament,left,910,51,12,0.23529411764705882,0.013186813186813187,0.056043956043956046,True,True
S7,deodorant,left,2851,153,28,0.1830065359477124,0.009821115398105928,0.05366538056822168,True,True
S7,batman,left,1033,46,6,0.13043478260869565,0.005808325266214908,0.044530493707647625,False,True
S7,camera,left,1252,86,18,0.20930232558139536,0.01437699680511182,0.06869009584664537,True,True
S7,vitamins,left,2154,78,8,0.10256410256410256,0.003714020427112349,0.036211699164345405,False,True
S7,nutella,left,6954,241,11,0.04564315352697095,0.0015818234109864827,0.03465631291343112,False,True
S7,book,left,1894,353,141,0.39943342776203966,0.07444561774023231,0.1863780359028511,True,True
S7,mug,left,88,14,5,0.35714285714285715,0.056818181818181816,0.1590909090909091,False,False
S7,peanut_butter,left,1485,71,5,0.07042253521126761,0.003367003367003367,0.04781144781144781,False,False
S7,bottle,left,94,9,4,0.4444444444444444,0.0425531914893617,0.09574468085106383,False,False
S8,ornament,left,910,75,19,0.25333333333333335,0.020879120879120878,0.08241758241758242,True,True
S8,deodorant,left,2851,137,22,0.16058394160583941,0.007716590669940372,0.04805331462644686,False,True
S8,batman,left,1033,41,5,0.12195121951219512,0.00484027105517909,0.03969022265246854,False,True
S8,camera,left,1252,93,12,0.12903225806451613,0.009584664536741214,0.0742811501597444,True,True
S8,vitamins,left,2154,95,7,0.07368421052631578,0.0032497678737233053,0.04410399257195915,False,True
S8,nutella,left,6954,249,8,0.0321285140562249,0.0011504170261719873,0.035806729939603106,False,True
S8,book,left,1894,306,118,0.38562091503267976,0.06230200633579725,0.16156282998944033,True,True
S8,mug,left,88,11,5,0.45454545454545453,0.056818181818181816,0.125,False,True
S8,peanut_butter,left,1485,78,9,0.11538461538461539,0.006060606060606061,0.052525252525252523,True,False
S8,bottle,left,94,9,3,0.3333333333333333,0.031914893617021274,0.09574468085106383,False,False
S9,ornament,left,910,88,10,0.11363636363636363,0.01098901098901099,0.0967032967032967,True,True
S9,deodorant,left,2851,138,11,0.07971014492753623,0.003858295334970186,0.04840406874780779,False,True
S9,batman,left,1033,57,12,0.21052631578947367,0.011616650532429816,0.05517909002904162,True,True
S9,camera,left,1252,103,14,0.13592233009708737,0.011182108626198083,0.08226837060702875,True,True
S9,vitamins,left,2154,108,7,0.06481481481481481,0.0032497678737233053,0.05013927576601671,False,True
S9,nutella,left,6954,285,12,0.042105263157894736,0.001725625539257981,0.040983606557377046,False,True
S9,book,left,1894,289,124,0.4290657439446367,0.06546990496304118,0.1525871172122492,True,True
S9,mug,left,88,21,5,0.23809523809523808,0.056818181818181816,0.23863636363636365,False,True
S9,peanut_butter,left,1485,294,66,0.22448979591836735,0.044444444444444446,0.19797979797979798,True,True
S9,bottle,left,94,9,4,0.4444444444444444,0.0425531914893617,0.09574468085106383,False,False
S10,ornament,left,910,89,13,0.14606741573033707,0.014285714285714285,0.0978021978021978,True,True
S10,deodorant,left,2851,140,7,0.05,0.002455278849526482,0.049105576990529635,False,True
S10,batman,left,1033,47,5,0.10638297872340426,0.00484027105517909,0.04549854791868345,False,True
S10,camera,left,1252,88,9,0.10227272727272728,0.00718849840255591,0.07028753993610223,True,True
S10,vitamins,left,2154,142,9,0.06338028169014084,0.004178272980501393,0.06592386258124419,False,True
S10,nutella,left,6954,324,23,0.07098765432098765,0.0033074489502444636,0.04659188955996549,False,True
S10,book,left,1894,272,100,0.36764705882352944,0.05279831045406547,0.14361140443505807,True,True
S10,mug,left,88,9,3,0.3333333333333333,0.03409090909090909,0.10227272727272728,False,True
S10,peanut_butter,left,1485,474,176,0.37130801687763715,0.11851851851851852,0.3191919191919192,True,True
S10,bottle,left,94,8,3,0.375,0.031914893617021274,0.0851063829787234,False,True
S1,ornament,right,910,99,21,0.21212121212121213,0.023076923076923078,0.1087912087912088,True,True
S1,deodorant,right,2851,78,6,0.07692307692307693,0.002104524728165556,0.027358821466152226,False,False
S1,batman,right,1033,70,6,0.08571428571428572,0.005808325266214908,0.06776379477250725,False,False
S1,camera,right,1252,73,13,0.1780821917808219,0.010383386581469648,0.05830670926517572,True,False
S1,vitamins,right,2154,72,14,0.19444444444444445,0.0064995357474466105,0.033426183844011144,False,False
S1,nutella,right,6954,193,8,0.04145077720207254,0.0011504170261719873,0.027753810756399194,False,False
S1,book,right,1894,69,5,0.07246376811594203,0.0026399155227032735,0.036430834213305174,False,False
S1,mug,right,88,22,5,0.22727272727272727,0.056818181818181816,0.25,False,False
S1,peanut_butter,right,1485,60,7,0.11666666666666667,0.0047138047138047135,0.04040404040404041,False,False
S1,bottle,right,94,6,4,0.6666666666666666,0.0425531914893617,0.06382978723404255,False,False
S2,ornament,right,910,51,8,0.1568627450980392,0.008791208791208791,0.056043956043956046,True,True
S2,deodorant,right,2851,238,76,0.31932773109243695,0.026657313223430377,0.08347948088390039,True,True
S2,batman,right,1033,31,4,0.12903225806451613,0.003872216844143272,0.030009680542110357,False,False
S2,camera,right,1252,66,9,0.13636363636363635,0.00718849840255591,0.052715654952076675,True,False
S2,vitamins,right,2154,73,7,0.0958904109589041,0.0032497678737233053,0.033890436397400185,False,False
S2,nutella,right,6954,183,12,0.06557377049180328,0.001725625539257981,0.02631578947368421,False,False
S2,book,right,1894,88,9,0.10227272727272728,0.004751847940865892,0.046462513199577615,False,False
S2,mug,right,88,6,3,0.5,0.03409090909090909,0.06818181818181818,False,False
S2,peanut_butter,right,1485,84,10,0.11904761904761904,0.006734006734006734,0.05656565656565657,True,False
S2,bottle,right,94,5,3,0.6,0.031914893617021274,0.05319148936170213,False,False
S3,ornament,right,910,46,8,0.17391304347826086,0.008791208791208791,0.05054945054945055,True,True
S3,deodorant,right,2851,197,38,0.19289340101522842,0.013328656611715188,0.06909856190810242,True,True
S3,batman,right,1033,97,11,0.1134020618556701,0.010648596321393998,0.09390125847047434,True,True
S3,camera,right,1252,125,18,0.144,0.01437699680511182,0.09984025559105432,True,False
S3,vitamins,right,2154,100,7,0.07,0.0032497678737233053,0.04642525533890436,False,False
S3,nutella,right,6954,246,13,0.052845528455284556,0.0018694276675294795,0.03537532355478861,False,False
S3,book,right,1894,106,6,0.05660377358490566,0.0031678986272439284,0.0559662090813094,False,False
S3,mug,right,88,16,3,0.1875,0.03409090909090909,0.18181818181818182,False,False
S3,peanut_butter,right,1485,120,20,0.16666666666666666,0.013468013468013467,0.08080808080808081,True,False
S3,bottle,right,94,7,3,0.42857142857142855,0.031914893617021274,0.07446808510638298,False,False
S4,ornament,right,910,48,8,0.16666666666666666,0.008791208791208791,0.05274725274725275,True,True
S4,deodorant,right,2851,193,39,0.20207253886010362,0.013679410733076113,0.06769554542265871,True,True
S4,batman,right,1033,85,14,0.16470588235294117,0.013552758954501452,0.08228460793804453,True,True
S4,camera,right,1252,93,13,0.13978494623655913,0.010383386581469648,0.0742811501597444,True,True
S4,vitamins,right,2154,86,8,0.09302325581395349,0.003714020427112349,0.039925719591457756,False,False
S4,nutella,right,6954,176,8,0.045454545454545456,0.0011504170261719873,0.025309174575783723,False,False
S4,book,right,1894,55,5,0.09090909090909091,0.0026399155227032735,0.02903907074973601,False,False
S4,mug,right,88,12,4,0.3333333333333333,0.045454545454545456,0.13636363636363635,False,False
S4,peanut_butter,right,1485,92,12,0.13043478260869565,0.00808080808080808,0.061952861952861954,True,False
S5,ornament,right,910,43,8,0.18604651162790697,0.008791208791208791,0.04725274725274725,False,True
S5,deodorant,right,2851,159,34,0.2138364779874214,0.011925640126271484,0.055769905296387236,True,True
S5,batman,right,1033,61,11,0.18032786885245902,0.010648596321393998,0.0590513068731849,True,True
S5,camera,right,1252,75,7,0.09333333333333334,0.005591054313099041,0.05990415335463259,False,True
S5,vitamins,right,2154,178,58,0.3258426966292135,0.02692664809656453,0.08263695450324977,True,True
S5,nutella,right,6954,252,13,0.051587301587301584,0.0018694276675294795,0.0362381363244176,False,False
S5,book,right,1894,102,7,0.06862745098039216,0.003695881731784583,0.05385427666314678,False,False
S5,mug,right,88,13,3,0.23076923076923078,0.03409090909090909,0.14772727272727273,False,False
S5,peanut_butter,right,1485,98,8,0.08163265306122448,0.0053872053872053875,0.06599326599326599,False,False
S5,bottle,right,94,17,4,0.23529411764705882,0.0425531914893617,0.18085106382978725,False,False
S6,ornament,right,910,92,13,0.14130434782608695,0.014285714285714285,0.1010989010989011,True,True
S6,deodorant,right,2851,164,21,0.12804878048780488,0.0073658365485794455,0.057523675903191865,True,True
S6,batman,right,1033,53,6,0.11320754716981132,0.005808325266214908,0.051306873184898356,True,True
S6,camera,right,1252,83,7,0.08433734939759036,0.005591054313099041,0.06629392971246006,False,True
S6,vitamins,right,2154,167,33,0.19760479041916168,0.01532033426183844,0.07753017641597029,True,True
S6,nutella,right,6954,434,133,0.3064516129032258,0.01912568306010929,0.062410123669830314,True,True
S6,book,right,1894,111,6,0.05405405405405406,0.0031678986272439284,0.05860612460401267,False,False
S6,mug,right,88,12,4,0.3333333333333333,0.045454545454545456,0.13636363636363635,False,False
S6,peanut_butter,right,1485,102,14,0.13725490196078433,0.009427609427609427,0.06868686868686869,True,False
S6,bottle,right,94,12,5,0.4166666666666667,0.05319148936170213,0.1276595744680851,False,False
S7,ornament,right,910,54,6,0.1111111111111111,0.006593406593406593,0.05934065934065934,True,True
S7,deodorant,right,2851,152,29,0.19078947368421054,0.010171869519466853,0.053314626446860754,True,True
S7,batman,right,1033,68,7,0.10294117647058823,0.006776379477250726,0.06582768635043562,True,True
S7,camera,right,1252,71,7,0.09859154929577464,0.005591054313099041,0.05670926517571885,False,True
S7,vitamins,right,2154,146,43,0.2945205479452055,0.019962859795728878,0.06778087279480037,True,True
S7,nutella,right,6954,405,145,0.35802469135802467,0.02085130859936727,0.05823986194995686,True,True
S7,book,right,1894,290,121,0.41724137931034483,0.06388595564941922,0.15311510031678988,True,True
S7,mug,right,88,22,4,0.18181818181818182,0.045454545454545456,0.25,False,False
S7,peanut_butter,right,1485,204,21,0.10294117647058823,0.014141414141414142,0.13737373737373737,True,False
S7,bottle,right,94,8,3,0.375,0.031914893617021274,0.0851063829787234,False,False
S8,ornament,right,910,34,6,0.17647058823529413,0.006593406593406593,0.03736263736263736,False,True
S8,deodorant,right,2851,157,18,0.11464968152866242,0.006313574184496668,0.05506839705366538,True,True
S8,batman,right,1033,57,12,0.21052631578947367,0.011616650532429816,0.05517909002904162,True,True
S8,camera,right,1252,107,20,0.18691588785046728,0.01597444089456869,0.08546325878594249,True,True
S8,vitamins,right,2154,117,15,0.1282051282051282,0.006963788300835654,0.054317548746518104,True,True
S8,nutella,right,6954,412,107,0.25970873786407767,0.015386827725050331,0.059246476847857346,True,True
S8,book,right,1894,302,101,0.3344370860927152,0.05332629355860612,0.15945089757127773,True,True
S8,mug,right,88,17,5,0.29411764705882354,0.056818181818181816,0.19318181818181818,False,True
S8,peanut_butter,right,1485,97,11,0.1134020618556701,0.007407407407407408,0.06531986531986532,True,False
S8,bottle,right,94,10,4,0.4,0.0425531914893617,0.10638297872340426,False,False
S9,ornament,right,910,76,8,0.10526315789473684,0.008791208791208791,0.08351648351648351,True,True
S9,deodorant,right,2851,131,15,0.11450381679389313,0.00526131182041389,0.04594878989828131,False,True
S9,batman,right,1033,55,6,0.10909090909090909,0.005808325266214908,0.05324298160696999,True,True
S9,camera,right,1252,87,15,0.1724137931034483,0.011980830670926517,0.0694888178913738,True,True
S9,vitamins,right,2154,136,21,0.15441176470588236,0.009749303621169917,0.06313834726090993,True,True
S9,nutella,right,6954,392,94,0.23979591836734693,0.013517400057520852,0.05637043428242738,True,True
S9,book,right,1894,273,109,0.3992673992673993,0.05755015839493136,0.14413938753959873,True,True
S9,mug,right,88,17,4,0.23529411764705882,0.045454545454545456,0.19318181818181818,False,True
S9,peanut_butter,right,1485,154,15,0.09740259740259741,0.010101010101010102,0.1037037037037037,False,True
S9,bottle,right,94,11,3,0.2727272727272727,0.031914893617021274,0.11702127659574468,False,False
S10,ornament,right,910,58,5,0.08620689655172414,0.005494505494505495,0.06373626373626373,False,True
S10,deodorant,right,2851,134,13,0.09701492537313433,0.004559803577692038,0.04700105226236408,False,True
S10,batman,right,1033,47,5,0.10638297872340426,0.00484027105517909,0.04549854791868345,False,True
S10,camera,right,1252,86,7,0.08139534883720931,0.005591054313099041,0.06869009584664537,False,True
S10,vitamins,right,2154,121,8,0.06611570247933884,0.003714020427112349,0.05617455896007428,False,True
S10,nutella,right,6954,321,74,0.23052959501557632,0.010641357492090883,0.04616048317515099,False,True
S10,book,right,1894,248,89,0.3588709677419355,0.046990496304118265,0.13093980992608237,True,True
S10,mug,right,88,13,5,0.38461538461538464,0.056818181818181816,0.14772727272727273,False,True
S10,peanut_butter,right,1485,61,7,0.11475409836065574,0.0047138047138047135,0.04107744107744108,False,True
S10,bottle,right,94,15,6,0.4,0.06382978723404255,0.1595744680851064,True,True
